REST LAYER,DATA LAYER,PARENT LAYER,SOURCE,SOURCE URL,TOPICS,MAIN THEME,SubTheme,Raw Data Link,REST Endpoint,REST Array Number,REST Sublayer Array Numbers,source metadata url,local metadata url,Comments,kml,Attributes,Attributes Display Name,Hover Description,Description
Atlantic,Coastal Vulnerability Model (Atlantic),Coastal Vulnerability Model ,,,"Sediment,Habitat",Oceanographic Features,,,http://129.252.139.110/gsaa/rest/services/gsaa/MapServer,7,,,http://gsaaportal.org/media/metadata/html/atlantic.htm,,,"NEWID,ID,LENGTH,ID_1,LENGTH_1,TIDE_M_,TIDERISK,SLOPE___,SLOPERISK,ERR_M_YR_,ERRRISK,SL_MM_YR_,SLRISK,GEOM,WAVES_M_,WAVERISK,CVIVALUE,CVIRISK,TIDE,WAVES,EROSION,SEALEVEL,GEOMORPHOL,SLOPE,CVI","NEWID,ID,LENGTH,ID_1,LENGTH_1,TIDE_M_,TIDERISK,SLOPE___,SLOPERISK,ERR_M_YR_,ERRRISK,SL_MM_YR_,SLRISK,GEOM,WAVES_M_,WAVERISK,CVIVALUE,CVIRISK,TIDE,WAVES,EROSION,SEALEVEL,GEOMORPHOL,SLOPE,CVI",,
"Transportation-onshore (rail, roads, water)","Transportation-onshore (rail, roads, water)",,US DoT Bureau of Transportation Statistics,http://www.rita.dot.gov/bts/sites/rita.dot.gov.bts/files/publications/national_transportation_atlas_database/index.html,"Sediment,Habitat",Upland Uses,,http://www.bts.gov/publications/national_transportation_atlas_database/2012/,,,,,http://www.bts.gov/publications/national_transportation_atlas_database/2012/,,, roads, water),,
rail_lines,Rail Lines,"Transportation-onshore (rail, roads, water)",,,"Sediment,Habitat",Upland Uses,,,http://129.252.139.110/gsaa/rest/services/gsaa/MapServer,3,,,http://gsaaportal.org/media/metadata/html/rail_lines.xml,,,"FRAARCID,MILES,STATEAB,STATEFIPS,CNTYFIPS,STCNTYFIPS,FRAREGIONS,RROWNER1,RROWNER2,RROWNER3,TRKRGHTS1,TRKRGHTS2,TRKRGHTS3,TRKRGHTS4,TRKRGHTS5,TRKRGHTS6,TRKRGHTS7,TRKRGHTS8,TRKRGHTS9,STRACNET,SIGSYS,TRACKS,SUBDIV,FRFRANODE,TOFRANODE,NET,PASSNGR,YARDS,INT_TYPE,DEN09CODE,VERSION","FRAARCID,MILES,STATEAB,STATEFIPS,CNTYFIPS,STCNTYFIPS,FRAREGIONS,RROWNER1,RROWNER2,RROWNER3,TRKRGHTS1,TRKRGHTS2,TRKRGHTS3,TRKRGHTS4,TRKRGHTS5,TRKRGHTS6,TRKRGHTS7,TRKRGHTS8,TRKRGHTS9,STRACNET,SIGSYS,TRACKS,SUBDIV,FRFRANODE,TOFRANODE,NET,PASSNGR,YARDS,INT_TYPE,DEN09CODE,VERSION",,
DOD Offshore Wind Mission Compatibility Assessment,Wind Stipulation Areas,,Mutlipurpose Marine Cadastre,http://www.csc.noaa.gov/digitalcoast/tools/mmc,,Ocean Uses,,,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/OceanEnergy/MapServer,5,,,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/28,,,"protractionNumber,blockNumber,dodDesignation,Shape_STArea__,Shape_STLength__","Protraction Number,Block Number,DoD Designation,Shape.STArea(),Shape.STLength()",Department of Defence assessment data for the compatibility of offshore wind development with military assets and activities.,"This data set shows the results of a Department of Defense assessment of the compatibility of offshore wind development with military assets and activities. These data should not be used to infer compatibility or conflict between military assets or activities with any use other than offshore wind. The data set contains 4 categories of OCS lease blocks: No Restrictions; Site Specific Stipulations; Recommended Wind Exclusion; and, Not Assessed."
Principal Ports,Principal Ports,,Mutlipurpose Marine Cadastre,http://www.csc.noaa.gov/digitalcoast/tools/mmc,,Jurisdictions and Boundaries,,,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/NavigationAndMarineTransportation/MapServer,2,,,http://www.csc.noaa.gov/ArcGISPUB/rest/services/MarineCadastre/4,,,"portNumber,portName,totalCommodityTonnage,domesticCommodity,foreignCommodity,importCommodities,exportCommodities,SHAPE","Port Number,Port Name,Total Commodity Tonnage,Domestic Commodity (tonnage),Foreign Commodity (tonnage),Import Commodities (tonnage),Export Commodities (tonnage),SHAPE",,
Anchorages,Boat Ramps (Florida),,Fish and Wildlife Research Institute,http://research.myfwc.com/features/default.asp?id=1341,,Upland Uses,,http://atoll.floridamarine.org/data/Zips/SDE/vesselcorridors_fl_arc.zip,http://ocean.floridamarine.org/arcgis/rest/services/FWC_GIS/MRGIS/MapServer,32,,,http://atoll.floridamarine.org/Data/Metadata/SDE_Current/boat_ramps_fl_pnt.htm,,,"Export_Dat,Source,FacilityID,Type_of_Fa,Name,Access,Primary_Ag,Partner_Ag,Status,Hours,Has_Fees,Fee_Amount,Fees_Colle,Ramp_Surfa,Ramp_Condi,SingleLane,DoubleLane,TotalLanes,Type_of_Do,Parking_Su,Trailer,HandicapTr,Vehicle,Handicap,Restrooms,Overall_Ha,Restroom_H,Grill,Picnic,Lighting,County,Street1,City,Zip,Latitude,Longitude,Water_Type,WaterName,Verificati,Verifica_1,Comments","Export Date,Source,FWC ID,Facility Type,Name of Facility
Facility Name,Public Access Level,Managing Agency,Partner Agency,Operational Status,Hours of Operation,Fees Applicable
eesFees ApplicableFees Applicable,Fee Amount,Fee Collection Method,Ramp Surface Type,Ramp Condition,Single Lane ramps,Double Lane Ramps,Total Ramp Lanes,Type of Dock,Parking Surface,Trailer Parking Spaces,Handicap Trailer Parking spaces,Vehicle Parking Spaces,Handicap Vehicle Parking Spaces,Restroom Type,Facility Handicap Accessability,Restroom Handicap Accissability,Grill,Picnic Tables,Ramp area lit,County,Street address,City,Zip code,Latitude,Longitude,Water Type,Waterbody Name,Verificatication Date,Verification Status,Comments",Public access boat ramps throughout Florida,"Inventory of public access boat ramps throughout Florida, derived from raw data produced during the Florida Boating Access Facilities Inventory and Economic Study, FWC contract Number 04/05-23, product delivered August 30, 2009. This data set is modified from the original format and supplemented by additional data maintained by FWC."
Avian Fauna,Birds,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Marine Species,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,22,,,,,,,,,Data on the location and number of nests (where available) of shorebirds/wading birds were obtained from surveys conducted in each state.  Survey periods vary by state and data sets were generally restricted either to those located within 5 miles of the coast or to the eastern coastal counties only (FL).  Piping plover critical habitat was obtained from the U.S. Fish and Wildlife Service (USFWS).
Piping Plover Critical Habitat,Piping Plover Critical Habitat,Birds,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,23,,http://gsaaportal.org/media/metadata/xml/PipingPloverSE_export.xml,http://gsaaportal.org/media/metadata/html/PipingPloverSE_export.html,,,"STATE,COUNTY,FR_YR,NAME,WATER_BODY,COMPLEX,UNIT,DESCRIP,S_STATUS,D_STATUS,ACRES,HECTARES,LENGTH_MI,LENGTH_KM,RECOVERY_U,OTHER_INFO,FIPS,SPP_CODE,Shape_Leng,KML_lab",,Piping plover critical habitat in the southeastern U.S. identified by the US Fish and Wildlife Service.,"The U.S. Fish and Wildlife Service has identified the location of critical habitat units for the Great Lakes and Northern Great Plains populations of piping plover which is a federally listed species.   The Great Lakes population is federally listed as endangered, while the Atlantic and Northern Great Plains populations are listed as threatened. Piping plovers are considered threatened on their wintering grounds.  Due to the difficulty of separating out the populations of piping plover (Great Lakes, Northern Great Plains, and Atlantic) when on their wintering grounds, critical habitat was designated for all wintering piping plover. "
Coastal Wading Bird Nests (Florida),Coastal Wading Bird Nests (Florida),Birds,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,24,,http://gsaaportal.org/media/metadata/xml/CoastalWadingBird_FL_export.xml,http://gsaaportal.org/media/metadata/html/CoastalWadingBird_FL_export.html,,,"DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK",,Florida wading bird colonies data was obtained from the FL Fish and Wildlife Conservation Commission (FWC) for surveys conducted in 1999.,"Florida wading bird colonies data was obtained from the Florida Fish and Wildlife Conservation Commission (FWC) for aerial surveys conducted in 1999.  Primary species targeted include herons, egrets, ibises, spoonbills, storks, anhingas, cormorants, and pelicans.  Data available in the database include the location of the colony, county, status of the colony in previous surveys conducted in the 70's and 80's, and percent composition of a colony represented by each bird species, along with other miscellaneous information.   "
Shorebird Nests (North Carolina),Shorebird Nests (North Carolina) ,Birds,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,25,,http://gsaaportal.org/media/metadata/xml/Shorebirds_NC_export.xml,http://gsaaportal.org/media/metadata/html/Shorebirds_NC_export.html,,,"Site_Numbe,Site_Name,Lat,Lon,N_surveys,N_species,Anhinga,Black_Skim,Black_crow,Brown_Peli,Caspian_Te,Cattle_Egr,Common_Ter,Double_cre,Forster_s,Glossy_Ibi,Great_Blac,Great_Blue,Great_Egre,Green_Hero,Gull_bille,Herring_Gu,Laughing_G,Least_Bitt,Least_Tern,Little_Blu,Royal_Tern,Sandwich_T,Snowy_Egre,Tricolored,White_Ibis,Wood_Stork,Yellow_cro",,North Carolina colonial waterbird nesting information obtained from the NC Wildlife Resources Commission.,North Carolina's coastal colonial waterbird nesting information was obtained from an online database (http://ncpaws.org) provided by the NC Wildlife Resources Commission.  The data is a subset from that database and includes data from 2006-2010 of all available species and was spatially selected to include nests within five miles of the coast.  Information is provided for 27 species.
Shorebird Nests (South Carolina),Shorebird Nests (South Carolina),Birds,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,26,,http://gsaaportal.org/media/metadata/xml/Shorebirds_SC_export.xml,http://gsaaportal.org/media/metadata/html/Shorebirds_SC_export.html,,,"Site,Lat,Long,BrnPelAvg,BrnPelCV,BlCrnNHAvg,BlCrnNHCV,GrtEgrtAvg,GrtEgrtCV,SnwEgrtAvg,SnwEgrtCV,TrCldHnAvg,TrCldHnCV,BlkSkmAvg,BlkSkmCV,CtlEgrtAvg,CtlEgrtCV,GlBldTnAvg,GlBldTnCV,WhtIbisAvg,WhtIbisCV,RylTrnAvg,RylTrnCV,SdwchTnAvg,SdwchTnCV,GlsyIbsAvg,GlsyIbsCV,LstTrnAvg,LstTrnCV,CmmnTrnAvg,CmmnTrnCV,FrstrTnAvg,FrstrTnCV",,South Carolina coastal shorebird nesting information was obtained from the SC Department of Natural Resources for a recent five-year period (2006-2010).,"South Carolina coastal shorebird nesting information was obtained from the South Carolina Department of Natural Resources (SCDNR) for 13 species (Eastern brown pelican, black-crowned night heron, great egret, snowy egret, tricolored heron, black skimmer, cattle egret, gull-billed tern, royal tern, sandwich tern, glossy ibis, least tern, and common tern).  Data represent the annual average number of nests observed from 2006-2010 at each site.  "
Shorebird Nests (Georgia),Shorebird Nests (Georgia),Birds,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,27,,http://gsaaportal.org/media/metadata/xml/Shorebirds_GA_export.xml,http://gsaaportal.org/media/metadata/html/Shorebirds_GA_export.html,,,"SiteID,SiteName,SiteCode,County,Latitude,Longitude,HabitatTyp,BrnPelicn_,BrnPelicn1,LaughingGu,Laughing_1,RoyalTern_,RoyalTernC,SandwichTe,Sandwich_1,LeastTern_,LeastTern1,Gullbilled,Gullbill_1,BlackSkimm,BlackSki_1",,Georgia seabird colony data were obtained from the Georgia Department of Natural Resources from 2010-2012.,"Georgia seabird colony nesting data were obtained from the Georgia Department of Natural Resources for seven species (brown pelican, laughing gull, royal tern, sandwich tern, least tern, gull-billed tern, and black skimmer) for the period 2010-2012."
Shorebird Nests (Florida),Shorebird Nests (Florida),Birds,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,28,,http://gsaaportal.org/media/metadata/xml/Shorebirds_FL_export.xml,http://gsaaportal.org/media/metadata/html/Shorebirds_FL_export.html,,,"LocationID,DataType,FWSDist_mi,AmOy_count,AmOy_mean,AmOy_CV,BlSk_count,BlSk_mean,BlSk_CV,BrPe_count,BrPe_mean,BrPe_CV,GuTe_count,GuTe_mean,GuTe_CV,KiDe_count,KiDe_mean,KiDe_CV,LaGu_count,LaGu_mean,LaGu_CV,LeTe_count,LeTe_mean,LeTe_CV,RoTe_count,RoTe_mean,RoTe_CV,SaTe_count,SaTe_mean,SaTe_CV,Will_count,Will_mean,Will_CV,WiPl_count,WiPl_mean,WiPl_CV,SurveyLoca,Dist_mi",,Florida shorebird database maintained by the Florida Fish and Wildlife Conservation Commission (FWC) for surveys conducted from 2011-2012.,"Florida shorebird nesting data were obtained from the Florida Wildlife Conservation Commission's (FWC) Florida Shorebirds Database for 10 species (American oystercatcher, black skimmer, brown pelican, gull-billed tern, killdeer, laughing gull, least tern, royal tern, sandwich tern, and willet).  Data were restricted to surveys conducted from 2011-2012.  Mean nest counts and the coeefficient of variation associated with these counts are provided."
Fish_Deep,Deep Water Finfish,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Marine Species,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,29,,,,,,,,,"This dataset was obtained from Marine Resources Monitoring, Assessment and Prediction (MARMAP) program samples collected from 2006-2010.  Data are provided for the 16 species (bank sea bass, black sea bass, gag grouper, grey triggerfish, knobbed porgy, red grouper, red porgy, red snapper, sand perch, scamp, scup, spottail pinfish, spotted moray eel, tomtate, vermilion snapper, and white grunt) sampled using chevron traps, and five species (scamp, snowy grouper, red grouper, golden tilefish, and black belly rosefish) using bottom longline gear.  Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from each gear type sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and  Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color."
MARMAP- SEFIS Sampling Grid,Survey Area,Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,30,,http://gsaaportal.org/media/metadata/xml/StationUniverse_export.xml,http://gsaaportal.org/media/metadata/html/StationUniverse_export.html,,,"NumStation,Estab_By,BLOCK",,"This dataset represents the 1x1 minute grid cells that include sites sampled by the MARMP and SEAMAP-SA Reef Fish Survey, and SEFIS. ","This dataset was obtained from Marine Resources Monitoring, Assessment and Prediction (MARMAP, 2006-2010), Southeast Area Monitoring and Assessment: South Atlantic (SEAMAP-SA, initiated in 2009) Reef Fish Survey and the Southeast Fishery-Independent Survey (SEFIS, initiated in 2010). The dataset is comprised of all established stations available for sampling by MARMAP, SEAMAP-SA and SEFIS. Each year, a subset of stations are randomly selected from the entire station list and targeted for sampling.  The data were summarized into 1 x 1 minute latitude/longitude grids which provide the number of stations available within each grid. "
Red Porgy (Trap),Red Porgy (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,31,,http://gsaaportal.org/media/metadata/xml/Trap_RedPorgy_export.xml,http://gsaaportal.org/media/metadata/html/Trap_RedPorgy_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Red Porgy data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Red porgy data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Red Snapper (Trap),Red Snapper (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,32,,http://gsaaportal.org/media/metadata/xml/Trap_RedSnapper_export.xml,http://gsaaportal.org/media/metadata/html/Trap_RedSnapper_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Red Snapper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Red snapper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and  Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Sand Perch (Trap),Sand Perch (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,33,,http://gsaaportal.org/media/metadata/xml/Trap_SandPerch_export.xml,http://gsaaportal.org/media/metadata/html/Trap_SandPerch_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Sand perch data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Sand perch data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Scamp Grouper (Trap),Scamp Grouper (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,34,,http://gsaaportal.org/media/metadata/xml/Trap_Scamp_export.xml,http://gsaaportal.org/media/metadata/html/Trap_Scamp_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Scamp grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Scamp grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and  Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Scup (Trap),Scup (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,35,,http://gsaaportal.org/media/metadata/xml/Trap_Scup_export.xml,http://gsaaportal.org/media/metadata/html/Trap_Scup_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Scup data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Scup data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and  Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Spottail Pinfish (Trap),Spottail Pinfish (Trap) ,Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,36,,http://gsaaportal.org/media/metadata/xml/Trap_SpottailPinfish_export.xml,http://gsaaportal.org/media/metadata/html/Trap_SpottailPinfish_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Spottail pinfish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Spottail pinfish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and  Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Spotted Moray Eel (Trap),Spotted Moray Eel (Trap) ,Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,37,,http://gsaaportal.org/media/metadata/xml/Trap_SpottedMoray_export.xml,http://gsaaportal.org/media/metadata/html/Trap_SpottedMoray_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Spotted moray eel data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Spotted moray eel data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Tomtate (Trap),Tomtate (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,38,,http://gsaaportal.org/media/metadata/xml/Trap_Tomtate_export.xml,http://gsaaportal.org/media/metadata/html/Trap_Tomtate_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Tomtate data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Tomtate data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Vermillion Snapper (Trap),Vermillion Snapper (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,39,,http://gsaaportal.org/media/metadata/xml/Trap_VermSnapper_export.xml,http://gsaaportal.org/media/metadata/html/Trap_VermSnapper_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Vermillion snapper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Vermillion snapper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
White Grunt (Trap),White Grunt (Trap) ,Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,40,,http://gsaaportal.org/media/metadata/xml/Trap_WhiteGrunt_export.xml,http://gsaaportal.org/media/metadata/html/Trap_WhiteGrunt_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"White Grunt data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","White grunt data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
